job_id,user,job_name,tags,status,duration,submitted,sequence_id,cpu,ram,gpu
job_0161,jrusso,Data Preprocessing,"data,preprocessing,forecasting,deployment,benchmarking",completed,240,2024-03-17,seq_027,16,64,0
job_0928,cory15,Report Generation,"deployment,report,visualization",completed,180,2024-03-17,seq_132,4,8,0
job_0149,cbell,Database Backup,"backup,compression,database",completed,240,2024-03-17,seq_165,4,64,4
job_0672,michaelpatterson,Data Preprocessing,"data,preprocessing,deployment,streaming,api",completed,180,2024-03-17,seq_025,2,64,1
job_0048,hannahfoster,Security Scan,"deployment,security,scan,cloud",completed,180,2024-03-17,seq_041,16,8,4
job_0940,owilliams,Data Preprocessing,"nlp,data,preprocessing",failed,60,2024-03-17,seq_042,4,32,2
job_0125,burkeraymond,Model Evaluation,"ml,evaluation,image,geospatial,testing",failed,180,2024-03-17,seq_022,2,16,4
job_0584,jrusso,Video Rendering,"nlp,rendering,gpu,video",failed,120,2024-03-17,seq_166,8,32,1
job_0913,owilliams,ML Model Training,"ml,training,testing,nlp,gpu",running,60,2024-03-17,seq_038,8,64,2
job_0310,cameronstephen,Security Scan,"security,scan,streaming,api",completed,30,2024-03-17,seq_040,4,16,4
job_0694,christopher96,ML Model Training,"ml,training,compression,forecasting,cloud,gpu",completed,120,2024-03-17,seq_088,2,16,4
job_0030,cbell,Database Backup,"geospatial,encryption,backup,database",completed,30,2024-03-17,seq_090,4,16,1
job_0286,hannahfoster,Web Scraping,"encryption,scraping,automation",completed,240,2024-03-17,seq_130,4,16,4
job_0664,clong,ETL Job,"etl,data pipeline,llm,api",completed,120,2024-03-17,seq_122,2,32,0
job_0374,christopher96,Model Evaluation,"ml,streaming,evaluation,compression",running,180,2024-03-17,seq_165,16,16,1
job_0873,cameronstephen,Data Preprocessing,"data,preprocessing,deployment,streaming,llm",completed,120,2024-03-17,seq_103,2,8,4
job_0260,michaelpatterson,Model Evaluation,"ml,evaluation,streaming,llm,api",completed,180,2024-03-17,seq_095,2,64,1
job_0023,hannahfoster,Video Rendering,"video,rendering,streaming,pipeline,gpu",completed,120,2024-03-17,seq_097,16,32,2
job_0381,cameronstephen,Web Scraping,"compression,automation,encryption,testing,scraping",completed,30,2024-03-17,seq_186,4,8,1
job_0156,owilliams,Web Scraping,"benchmarking,scraping,automation",failed,120,2024-03-17,seq_097,16,16,2
job_0599,michaelpatterson,Data Preprocessing,"forecasting,data,preprocessing",completed,60,2024-03-17,seq_050,2,64,0
job_0826,cbell,Web Scraping,"forecasting,testing,scraping,automation",completed,120,2024-03-17,seq_181,8,32,4
job_0499,hannahfoster,Model Evaluation,"ml,evaluation,compression,forecasting,deployment",failed,30,2024-03-17,seq_014,16,8,2
job_0660,cameronstephen,Data Preprocessing,"encryption,data,preprocessing",pending,180,2024-03-17,seq_113,4,8,4
job_0832,ian60,ETL Job,"etl,pipeline,data pipeline,compression",completed,60,2024-03-17,seq_188,4,16,0
job_0831,lreid,Data Preprocessing,"forecasting,data,preprocessing",completed,240,2024-03-17,seq_108,16,64,1
job_0820,cbell,Data Preprocessing,"data,api,preprocessing",completed,60,2024-03-17,seq_187,8,64,0
job_0658,cory15,Video Rendering,"video,rendering,streaming,indexing,gpu",completed,30,2024-03-17,seq_022,8,64,2
job_0901,joshualuna,Log Analysis,"nlp,logs,api,monitoring",completed,240,2024-03-17,seq_061,16,64,4
job_0643,wongkenneth,Data Preprocessing,"testing,data,preprocessing",completed,120,2024-03-17,seq_004,4,8,1
job_0559,joshualuna,Report Generation,"streaming,report,llm,visualization",failed,240,2024-03-17,seq_192,2,16,0
job_0393,jrusso,Model Evaluation,"ml,evaluation,encryption,compression",failed,120,2024-03-17,seq_135,4,64,1
job_0493,owilliams,Model Evaluation,"ml,evaluation,encryption,image,api",failed,120,2024-03-17,seq_157,8,16,2
job_0447,owilliams,ML Model Training,"ml,training,indexing,gpu",completed,60,2024-03-17,seq_076,8,16,2
job_0904,danieljones,ML Model Training,"ml,training,llm,cloud,nlp,gpu",completed,30,2024-03-17,seq_161,16,32,1
job_0962,lreid,Log Analysis,"pipeline,logs,cloud,monitoring",completed,240,2024-03-17,seq_148,4,32,2
job_0858,cbell,Model Evaluation,"ml,evaluation,compression,geospatial,benchmarking",completed,60,2024-03-17,seq_155,16,32,1
job_0709,cory15,Web Scraping,"compression,scraping,automation",failed,180,2024-03-17,seq_059,8,64,0
job_0865,nicoleortiz,Web Scraping,"automation,deployment,cloud,nlp,scraping",completed,180,2024-03-17,seq_076,8,16,2
job_0699,michaelpatterson,ETL Job,"etl,forecasting,data pipeline,benchmarking,nlp",running,120,2024-03-17,seq_062,16,32,2
job_0876,lreid,Web Scraping,"geospatial,scraping,automation,cloud",completed,240,2024-03-17,seq_038,2,16,1
job_0819,parsonsmackenzie,ML Model Training,"ml,training,deployment,gpu",running,60,2024-03-17,seq_165,8,64,1
job_0172,gateschristopher,Security Scan,"testing,security,pipeline,scan",completed,180,2024-03-17,seq_116,4,16,4
job_0308,parsonsmackenzie,ML Model Training,"ml,training,benchmarking,gpu",completed,240,2024-03-17,seq_110,2,64,1
job_0134,wongkenneth,ML Model Training,"ml,training,deployment,nlp,gpu",completed,60,2024-03-17,seq_008,2,16,1
job_0756,gateschristopher,ETL Job,"etl,data pipeline,compression",completed,240,2024-03-17,seq_016,16,8,2
job_0786,parsonsmackenzie,ML Model Training,"ml,training,forecasting,testing,api,gpu",completed,240,2024-03-17,seq_016,8,16,1
job_0624,clong,Model Evaluation,"ml,evaluation,compression,api",completed,240,2024-03-17,seq_104,2,32,4
job_0800,parsonsmackenzie,ETL Job,"etl,data pipeline,compression,api",running,180,2024-03-17,seq_077,4,8,0
job_0334,christopher96,Report Generation,"nlp,indexing,report,visualization",pending,30,2024-03-17,seq_173,2,64,1
job_0061,ian60,Model Evaluation,"ml,evaluation,forecasting,streaming,pipeline",pending,180,2024-03-17,seq_196,16,16,2
job_0340,owilliams,ML Model Training,"ml,training,image,streaming,gpu",running,240,2024-03-17,seq_008,16,8,2
job_0474,gmitchell,ETL Job,"etl,benchmarking,data pipeline",completed,60,2024-03-17,seq_040,8,32,0
job_0992,lreid,ETL Job,"etl,image,data pipeline",running,240,2024-03-17,seq_081,2,16,1
job_0228,cory15,Video Rendering,"rendering,testing,gpu,video",failed,60,2024-03-17,seq_121,16,16,1
job_0064,owilliams,Report Generation,"testing,benchmarking,report,visualization",completed,120,2024-03-17,seq_116,16,16,2
job_0502,hannahfoster,Database Backup,"nlp,benchmarking,backup,database",completed,30,2024-03-17,seq_028,8,8,0
job_0379,nicoleortiz,Model Evaluation,"ml,evaluation,compression,forecasting,deployment",failed,60,2024-03-17,seq_168,4,64,4
job_0916,cory15,Video Rendering,"rendering,testing,gpu,video",completed,30,2024-03-17,seq_099,2,8,4
job_0850,gmitchell,ETL Job,"etl,benchmarking,data pipeline",failed,240,2024-03-17,seq_132,8,64,0
job_0840,jrusso,Report Generation,"streaming,geospatial,report,visualization",completed,120,2024-03-17,seq_061,2,8,0
job_0197,gateschristopher,ETL Job,"etl,pipeline,data pipeline",running,30,2024-03-17,seq_097,2,64,0
job_0236,danieljones,Model Evaluation,"ml,evaluation,encryption,benchmarking",completed,120,2024-03-17,seq_027,2,16,0
job_0973,clong,Web Scraping,"automation,image,testing,indexing,scraping",completed,30,2024-03-17,seq_166,16,32,1
job_0886,owilliams,Security Scan,"security,image,scan,llm",completed,240,2024-03-17,seq_058,4,16,2
job_0605,nicoleortiz,ETL Job,"etl,geospatial,data pipeline,streaming,benchmarking",running,120,2024-03-17,seq_130,8,64,0
job_0789,danieljones,Database Backup,"nlp,streaming,backup,database",running,120,2024-03-17,seq_054,4,32,1
job_0440,hannahfoster,ETL Job,"etl,streaming,deployment,data pipeline",completed,60,2024-03-17,seq_142,16,64,2
job_0208,danieljones,Web Scraping,"nlp,testing,scraping,automation",running,180,2024-03-17,seq_011,2,8,1
job_0191,gmitchell,Model Evaluation,"ml,streaming,evaluation,geospatial",completed,180,2024-03-17,seq_004,8,64,1
job_0654,christopher96,Video Rendering,"video,rendering,image,llm,cloud,gpu",failed,240,2024-03-17,seq_075,8,32,4
job_0418,christopher96,Log Analysis,"logs,monitoring,encryption,image,cloud",completed,240,2024-03-17,seq_133,16,32,1
job_0749,michaelpatterson,Model Evaluation,"ml,evaluation,encryption",failed,30,2024-03-17,seq_195,8,16,0
job_0066,hannahfoster,Web Scraping,"forecasting,scraping,automation",running,180,2024-03-17,seq_085,2,16,2
job_0504,gateschristopher,Log Analysis,"image,logs,monitoring",completed,240,2024-03-17,seq_004,2,8,4
job_0103,ian60,Report Generation,"report,api,visualization",completed,180,2024-03-17,seq_175,16,64,2
job_0207,clong,Report Generation,"report,compression,deployment,benchmarking,visualization",completed,120,2024-03-17,seq_082,16,64,4
job_0087,michaelpatterson,Web Scraping,"automation,forecasting,benchmarking,testing,scraping",completed,60,2024-03-17,seq_033,16,8,4
job_0031,danieljones,Model Evaluation,"ml,evaluation,image,compression",completed,60,2024-03-17,seq_089,4,16,2
job_0104,jrusso,ETL Job,"etl,data pipeline,cloud",completed,60,2024-03-17,seq_132,8,32,1
job_0968,hannahfoster,Data Preprocessing,"data,preprocessing,image,streaming,cloud",completed,180,2024-03-17,seq_143,4,8,4
job_0050,wongkenneth,Database Backup,"deployment,backup,database",completed,30,2024-03-17,seq_160,8,32,2
job_0561,cbell,Security Scan,"security,scan,llm,compression",failed,180,2024-03-17,seq_038,8,8,2
job_0852,wongkenneth,ML Model Training,"ml,pipeline,training,gpu",completed,60,2024-03-17,seq_187,2,16,1
job_0792,hannahfoster,ETL Job,"etl,data pipeline,streaming,benchmarking,pipeline",completed,60,2024-03-17,seq_158,2,16,0
job_0347,morganlinda,Video Rendering,"video,rendering,encryption,api,nlp,gpu",completed,180,2024-03-17,seq_166,8,64,4
job_0596,burkeraymond,Model Evaluation,"ml,evaluation,indexing",failed,30,2024-03-17,seq_046,2,8,0
job_0823,gmitchell,Data Preprocessing,"pipeline,data,preprocessing",completed,120,2024-03-17,seq_189,8,32,1
job_0492,cbell,Log Analysis,"pipeline,logs,cloud,monitoring",completed,120,2024-03-17,seq_155,2,16,2
job_0735,cbell,Video Rendering,"deployment,rendering,gpu,video",completed,180,2024-03-17,seq_119,16,32,3
job_0533,burkeraymond,Report Generation,"report,streaming,llm,visualization,pipeline",completed,120,2024-03-17,seq_052,16,64,0
job_0099,michaelpatterson,Security Scan,"security,benchmarking,scan,api",failed,30,2024-03-17,seq_080,8,16,4
job_0763,michaelpatterson,ETL Job,"etl,encryption,data pipeline",completed,30,2024-03-17,seq_124,4,32,2
job_0976,cbell,Video Rendering,"video,rendering,geospatial,benchmarking,cloud,gpu",running,240,2024-03-17,seq_198,4,64,4
job_0946,lreid,Data Preprocessing,"data,compression,preprocessing,api,indexing",completed,240,2024-03-17,seq_200,4,16,0
job_0695,michaelpatterson,Video Rendering,"video,rendering,image,deployment,pipeline,gpu",failed,120,2024-03-17,seq_140,16,64,1
job_0715,wongkenneth,ETL Job,"etl,forecasting,data pipeline",completed,240,2024-03-17,seq_137,2,64,4
job_0194,cory15,Log Analysis,"nlp,logs,api,monitoring",completed,30,2024-03-17,seq_049,16,32,1
job_0834,jrusso,Database Backup,"geospatial,backup,database,cloud",failed,180,2024-03-17,seq_171,8,8,4
job_0429,clong,ETL Job,"etl,image,data pipeline,deployment,indexing",completed,30,2024-03-17,seq_043,8,8,4
job_0029,clong,Web Scraping,"nlp,scraping,automation,cloud",completed,120,2024-03-17,seq_109,2,8,0
job_0183,clong,Log Analysis,"logs,monitoring,streaming,llm,pipeline",running,60,2024-03-17,seq_013,4,64,4
job_0747,michaelpatterson,ML Model Training,"ml,training,geospatial,benchmarking,nlp,gpu",completed,60,2024-03-17,seq_042,16,32,1
job_0883,christopher96,Model Evaluation,"ml,evaluation,testing",failed,240,2024-03-17,seq_153,4,32,2
job_0209,gateschristopher,ML Model Training,"ml,training,gpu,compression",failed,240,2024-03-17,seq_141,4,8,2
job_0501,clong,Web Scraping,"automation,encryption,api,scraping,cloud",running,60,2024-03-17,seq_119,16,16,2
job_0420,danieljones,ML Model Training,"ml,training,image,indexing,gpu",running,240,2024-03-17,seq_126,4,32,4
job_0839,michaelpatterson,Report Generation,"image,report,visualization",running,60,2024-03-17,seq_141,4,16,0
job_0239,parsonsmackenzie,Security Scan,"deployment,security,benchmarking,scan",failed,180,2024-03-17,seq_190,8,64,2
job_0159,jrusso,Report Generation,"encryption,benchmarking,report,visualization",completed,60,2024-03-17,seq_086,2,32,4
job_0076,cbell,Video Rendering,"rendering,gpu,llm,video",completed,180,2024-03-17,seq_194,8,64,3
job_0424,cbell,Report Generation,"report,encryption,geospatial,llm,visualization",completed,60,2024-03-17,seq_006,4,64,4
job_0736,cbell,Security Scan,"testing,security,benchmarking,scan",completed,120,2024-03-17,seq_062,16,64,4
job_0022,cameronstephen,ML Model Training,"ml,training,encryption,streaming,gpu",completed,30,2024-03-17,seq_071,2,8,1
job_0488,cbell,Report Generation,"deployment,image,report,visualization",completed,60,2024-03-17,seq_050,8,32,2
job_0262,joshualuna,Model Evaluation,"ml,evaluation,benchmarking,compression",running,60,2024-03-17,seq_047,2,8,4
job_0375,hannahfoster,Security Scan,"security,benchmarking,scan",failed,180,2024-03-17,seq_044,2,8,0
job_0518,christopher96,Log Analysis,"testing,logs,monitoring",completed,240,2024-03-17,seq_120,16,16,1
job_0376,jrusso,ML Model Training,"ml,training,compression,pipeline,gpu",failed,120,2024-03-17,seq_143,4,8,4
job_0036,hannahfoster,Report Generation,"forecasting,benchmarking,report,visualization",failed,30,2024-03-17,seq_054,8,16,2
job_0942,cbell,Video Rendering,"video,rendering,api,indexing,gpu",failed,60,2024-03-17,seq_105,4,64,2
job_0292,lreid,ML Model Training,"ml,training,gpu,nlp",running,30,2024-03-17,seq_176,16,16,4
job_0350,gmitchell,ML Model Training,"ml,training,encryption,streaming,pipeline,gpu",running,30,2024-03-17,seq_093,16,8,1
job_0112,joshualuna,Log Analysis,"nlp,logs,llm,monitoring",completed,30,2024-03-17,seq_054,4,64,2
job_0108,jrusso,ETL Job,"etl,forecasting,data pipeline,cloud",completed,240,2024-03-17,seq_111,4,16,4
job_0217,nicoleortiz,Log Analysis,"logs,monitoring,api,nlp,indexing",running,240,2024-03-17,seq_102,4,16,0
job_0466,lreid,Database Backup,"encryption,backup,database,api",completed,60,2024-03-17,seq_068,8,32,0
job_0674,jrusso,ETL Job,"etl,geospatial,data pipeline,deployment,nlp",completed,120,2024-03-17,seq_101,8,8,0
job_0111,cameronstephen,ML Model Training,"ml,training,api,cloud,gpu",pending,120,2024-03-17,seq_021,8,8,4
job_0384,cameronstephen,Data Preprocessing,"deployment,data,nlp,preprocessing",running,240,2024-03-17,seq_047,8,16,4
job_0267,michaelpatterson,ML Model Training,"ml,training,geospatial,streaming,gpu",completed,30,2024-03-17,seq_114,8,32,4
job_0394,christopher96,ML Model Training,"ml,training,testing,nlp,gpu",pending,180,2024-03-17,seq_057,16,8,4
job_0710,christopher96,Web Scraping,"compression,scraping,automation,indexing",completed,180,2024-03-17,seq_122,8,16,1
job_0597,lreid,Database Backup,"backup,database,api",running,180,2024-03-17,seq_001,16,64,2
job_0760,cameronstephen,Data Preprocessing,"deployment,data,preprocessing",running,60,2024-03-17,seq_144,8,32,2
job_0578,clong,Model Evaluation,"ml,forecasting,evaluation",completed,240,2024-03-17,seq_071,2,64,4
job_0203,hannahfoster,Video Rendering,"video,rendering,image,llm,gpu",completed,120,2024-03-17,seq_022,2,32,1
job_0179,burkeraymond,Database Backup,"backup,compression,deployment,nlp,database",completed,120,2024-03-17,seq_077,8,8,0
job_0825,ian60,Report Generation,"deployment,report,cloud,visualization",completed,60,2024-03-17,seq_112,2,8,4
job_0932,cameronstephen,Log Analysis,"streaming,logs,monitoring",completed,240,2024-03-17,seq_115,4,16,1
job_0639,ian60,Web Scraping,"image,scraping,automation",running,120,2024-03-17,seq_172,4,32,2
job_0119,nicoleortiz,Log Analysis,"logs,monitoring,encryption,streaming,cloud",completed,180,2024-03-17,seq_128,4,8,1
job_0629,gateschristopher,Log Analysis,"logs,geospatial,monitoring",pending,120,2024-03-17,seq_094,4,64,1
job_0933,joshualuna,Data Preprocessing,"geospatial,data,preprocessing",completed,30,2024-03-17,seq_181,16,64,4
job_0082,wongkenneth,Data Preprocessing,"data,preprocessing,streaming,testing,api",failed,30,2024-03-17,seq_180,8,32,1
job_0251,wongkenneth,Report Generation,"testing,report,visualization",failed,30,2024-03-17,seq_171,4,64,4
job_0399,morganlinda,Database Backup,"benchmarking,backup,database",completed,180,2024-03-17,seq_192,16,8,1
job_0688,nicoleortiz,Database Backup,"backup,database,api",failed,180,2024-03-17,seq_072,2,64,0
job_0049,morganlinda,Security Scan,"forecasting,streaming,scan,nlp,security",completed,120,2024-03-17,seq_116,16,32,0
job_0888,michaelpatterson,Report Generation,"encryption,report,cloud,visualization",completed,60,2024-03-17,seq_143,16,16,0
job_0190,gmitchell,Log Analysis,"deployment,forecasting,logs,monitoring",failed,60,2024-03-17,seq_088,2,64,2
job_0964,hannahfoster,ETL Job,"etl,data pipeline,llm,cloud",completed,120,2024-03-17,seq_120,2,64,2
job_0464,michaelpatterson,Log Analysis,"compression,logs,cloud,monitoring",running,120,2024-03-17,seq_169,8,8,0
job_0808,jrusso,Report Generation,"pipeline,report,llm,visualization",completed,240,2024-03-17,seq_104,16,16,1
job_0759,clong,Video Rendering,"rendering,gpu,api,video",completed,120,2024-03-17,seq_139,8,64,2
job_0887,cameronstephen,ML Model Training,"ml,training,encryption,geospatial,deployment,gpu",failed,180,2024-03-17,seq_164,16,64,1
job_0984,christopher96,Log Analysis,"forecasting,logs,monitoring",pending,60,2024-03-17,seq_175,2,32,4
job_0498,gmitchell,Model Evaluation,"ml,evaluation,compression,api,cloud",running,240,2024-03-17,seq_188,8,8,4
job_0078,hannahfoster,ETL Job,"etl,geospatial,data pipeline,deployment,nlp",completed,30,2024-03-17,seq_168,2,16,2
job_0043,nicoleortiz,Web Scraping,"automation,geospatial,streaming,testing,scraping",completed,240,2024-03-17,seq_098,2,8,2
job_0742,burkeraymond,Data Preprocessing,"deployment,data,preprocessing",completed,60,2024-03-17,seq_059,16,32,0
job_0012,clong,ML Model Training,"ml,training,image,nlp,gpu",completed,30,2024-03-17,seq_093,2,64,4
job_0588,owilliams,ETL Job,"etl,data pipeline,llm,nlp,indexing",completed,120,2024-03-17,seq_171,16,16,2
job_0550,jrusso,Database Backup,"encryption,backup,database",completed,240,2024-03-17,seq_178,2,16,0
job_0728,hannahfoster,Data Preprocessing,"geospatial,data,preprocessing",completed,240,2024-03-17,seq_124,4,64,4
job_0476,gmitchell,Model Evaluation,"ml,evaluation,compression,nlp",running,180,2024-03-17,seq_070,4,16,2
job_0098,jrusso,Log Analysis,"nlp,logs,llm,monitoring",failed,30,2024-03-17,seq_197,8,32,1
job_0922,danieljones,Log Analysis,"image,logs,monitoring",completed,30,2024-03-17,seq_071,4,16,1
job_0990,michaelpatterson,Web Scraping,"geospatial,scraping,automation",failed,180,2024-03-17,seq_022,16,16,4
job_0398,gmitchell,Report Generation,"indexing,report,visualization",completed,60,2024-03-17,seq_036,4,8,0
job_0299,ian60,ETL Job,"etl,encryption,data pipeline,indexing",running,30,2024-03-17,seq_110,4,64,2
job_0905,parsonsmackenzie,Security Scan,"security,scan,streaming",completed,60,2024-03-17,seq_082,2,16,1
job_0633,clong,Log Analysis,"logs,monitoring,compression,encryption,deployment",completed,240,2024-03-17,seq_106,16,16,0
job_0842,wongkenneth,Report Generation,"report,geospatial,visualization,nlp,pipeline",completed,240,2024-03-17,seq_053,16,32,1
job_0554,wongkenneth,ETL Job,"etl,deployment,data pipeline",completed,120,2024-03-17,seq_173,16,8,2
job_0387,parsonsmackenzie,Log Analysis,"logs,api,monitoring",completed,30,2024-03-17,seq_181,2,16,2
job_0859,morganlinda,Model Evaluation,"ml,evaluation,encryption",completed,120,2024-03-17,seq_141,4,8,0
job_0811,michaelpatterson,Data Preprocessing,"benchmarking,data,compression,preprocessing",pending,120,2024-03-17,seq_132,2,32,0
job_0937,lreid,Data Preprocessing,"pipeline,data,preprocessing",completed,240,2024-03-17,seq_176,8,16,4
job_0564,christopher96,Video Rendering,"deployment,rendering,gpu,video",completed,180,2024-03-17,seq_053,8,8,1
job_0860,michaelpatterson,Security Scan,"security,pipeline,scan,llm",completed,30,2024-03-17,seq_137,4,64,1
job_0751,burkeraymond,Video Rendering,"rendering,gpu,cloud,video",completed,30,2024-03-17,seq_170,4,32,1
job_0135,gmitchell,Log Analysis,"nlp,logs,monitoring",running,30,2024-03-17,seq_029,2,64,4
job_0965,wongkenneth,Video Rendering,"video,rendering,encryption,nlp,gpu",completed,30,2024-03-17,seq_166,2,32,3
job_0368,burkeraymond,Video Rendering,"rendering,testing,gpu,video",failed,30,2024-03-17,seq_149,2,32,2
job_0665,morganlinda,Log Analysis,"logs,monitoring,encryption,geospatial,indexing",completed,30,2024-03-17,seq_002,2,8,4
job_0272,lreid,ML Model Training,"ml,training,gpu,nlp",completed,240,2024-03-17,seq_059,16,8,4
job_0528,morganlinda,Report Generation,"report,cloud,visualization",completed,120,2024-03-17,seq_171,4,8,2
job_0258,morganlinda,Report Generation,"indexing,report,visualization",completed,60,2024-03-17,seq_089,4,32,1
job_0936,clong,Log Analysis,"logs,monitoring,forecasting,image,api",running,120,2024-03-17,seq_041,4,32,2
job_0436,clong,Report Generation,"deployment,forecasting,report,visualization",completed,240,2024-03-17,seq_095,2,32,0
job_0871,clong,Video Rendering,"rendering,pipeline,gpu,video",completed,180,2024-03-17,seq_200,8,16,1
job_0364,gateschristopher,Report Generation,"nlp,forecasting,report,visualization",failed,120,2024-03-17,seq_131,2,64,2
job_0205,lreid,Web Scraping,"llm,scraping,automation",completed,120,2024-03-17,seq_135,16,64,1
job_0848,ian60,Log Analysis,"deployment,pipeline,logs,monitoring",running,120,2024-03-17,seq_003,2,64,0
job_0971,cbell,Model Evaluation,"ml,forecasting,evaluation,streaming",completed,30,2024-03-17,seq_013,4,8,2
job_0677,michaelpatterson,Database Backup,"streaming,testing,backup,database",completed,180,2024-03-17,seq_030,4,8,4
job_0110,burkeraymond,Model Evaluation,"ml,pipeline,evaluation",completed,30,2024-03-17,seq_012,8,8,2
job_0874,hannahfoster,Report Generation,"report,forecasting,llm,visualization,nlp",running,120,2024-03-17,seq_031,4,8,4
job_0271,gateschristopher,Log Analysis,"forecasting,logs,geospatial,monitoring",completed,30,2024-03-17,seq_114,16,32,0
job_0301,cameronstephen,Web Scraping,"encryption,scraping,automation",completed,240,2024-03-17,seq_044,2,64,0
job_0771,danieljones,Video Rendering,"video,rendering,image,llm,api,gpu",failed,60,2024-03-17,seq_168,8,64,4
job_0434,burkeraymond,Model Evaluation,"ml,evaluation,forecasting,streaming,cloud",running,60,2024-03-17,seq_086,8,8,2
job_0794,michaelpatterson,Security Scan,"security,scan,indexing",completed,120,2024-03-17,seq_053,4,64,0
job_0835,hannahfoster,Report Generation,"report,api,visualization",failed,30,2024-03-17,seq_137,2,32,2
job_0353,hannahfoster,Security Scan,"security,scan,cloud",completed,30,2024-03-17,seq_081,8,32,4
job_0475,burkeraymond,Report Generation,"report,testing,llm,visualization,indexing",failed,180,2024-03-17,seq_158,16,8,4
job_0419,gmitchell,Database Backup,"forecasting,benchmarking,backup,database",completed,60,2024-03-17,seq_155,2,64,0
job_0330,joshualuna,Model Evaluation,"ml,evaluation,cloud",completed,180,2024-03-17,seq_107,2,8,4
job_0212,christopher96,Data Preprocessing,"data,preprocessing,geospatial,streaming,benchmarking",completed,180,2024-03-17,seq_087,4,8,1
job_0133,jrusso,Database Backup,"backup,geospatial,llm,api,database",completed,60,2024-03-17,seq_049,2,64,2
job_0247,danieljones,Report Generation,"testing,report,api,visualization",completed,60,2024-03-17,seq_111,4,8,1
job_0226,hannahfoster,ML Model Training,"ml,training,geospatial,llm,nlp,gpu",completed,180,2024-03-17,seq_075,2,16,4
job_0167,lreid,ETL Job,"etl,forecasting,data pipeline,deployment,indexing",completed,120,2024-03-17,seq_183,8,16,4
job_0744,danieljones,ML Model Training,"ml,training,forecasting,cloud,gpu",pending,180,2024-03-17,seq_196,8,32,4
job_0449,ian60,Security Scan,"security,scan,llm",completed,120,2024-03-17,seq_055,2,32,1
job_0960,gateschristopher,Model Evaluation,"ml,evaluation,forecasting,llm,api",completed,60,2024-03-17,seq_164,8,64,0
job_0880,jrusso,Security Scan,"testing,security,scan,cloud",running,240,2024-03-17,seq_165,8,16,2
job_0216,jrusso,Security Scan,"deployment,security,scan,encryption",completed,180,2024-03-17,seq_049,4,32,1
job_0255,ian60,Web Scraping,"llm,forecasting,scraping,automation",completed,30,2024-03-17,seq_176,2,64,0
job_0798,danieljones,Security Scan,"forecasting,encryption,deployment,scan,security",running,180,2024-03-17,seq_127,8,32,4
job_0213,clong,Report Generation,"report,encryption,geospatial,visualization,indexing",failed,60,2024-03-17,seq_180,8,64,4
job_0861,cbell,Database Backup,"backup,testing,pipeline,indexing,database",completed,60,2024-03-17,seq_018,2,8,2
job_0433,ian60,ETL Job,"etl,testing,data pipeline",completed,30,2024-03-17,seq_109,2,8,1
job_0157,cbell,ML Model Training,"ml,training,geospatial,indexing,gpu",completed,30,2024-03-17,seq_182,4,8,1
job_0684,nicoleortiz,Data Preprocessing,"forecasting,data,api,preprocessing",completed,240,2024-03-17,seq_083,8,16,0
job_0503,gmitchell,Log Analysis,"image,logs,benchmarking,monitoring",completed,180,2024-03-17,seq_134,2,64,2
job_0514,gateschristopher,Security Scan,"nlp,security,scan,geospatial",completed,60,2024-03-17,seq_023,8,16,2
job_0085,lreid,Security Scan,"encryption,security,scan,cloud",completed,120,2024-03-17,seq_031,16,16,1
job_0774,hannahfoster,ETL Job,"etl,forecasting,testing,data pipeline",failed,240,2024-03-17,seq_159,4,8,0
job_0117,gmitchell,Report Generation,"report,compression,forecasting,visualization,indexing",completed,30,2024-03-17,seq_050,8,64,0
job_0086,michaelpatterson,Report Generation,"benchmarking,report,visualization",completed,180,2024-03-17,seq_110,2,16,4
job_0198,nicoleortiz,Data Preprocessing,"data,compression,preprocessing,encryption,testing",running,60,2024-03-17,seq_185,16,32,1
job_0041,gateschristopher,ML Model Training,"ml,streaming,training,gpu",failed,240,2024-03-17,seq_147,4,8,1
job_0397,morganlinda,ML Model Training,"ml,training,geospatial,gpu",running,120,2024-03-17,seq_104,16,32,1
job_0704,ian60,Database Backup,"backup,compression,database",completed,120,2024-03-17,seq_010,2,16,2
job_0402,gateschristopher,Security Scan,"deployment,scan,cloud,security,pipeline",completed,120,2024-03-17,seq_197,16,16,4
job_0412,lreid,Security Scan,"security,geospatial,scan,llm",completed,60,2024-03-17,seq_061,16,64,2
job_0531,cbell,Video Rendering,"video,rendering,image,cloud,nlp,gpu",failed,60,2024-03-17,seq_105,4,32,1
job_0563,christopher96,Security Scan,"deployment,security,benchmarking,scan",failed,180,2024-03-17,seq_171,16,32,1
job_0328,michaelpatterson,Model Evaluation,"ml,evaluation,compression,nlp",completed,60,2024-03-17,seq_095,2,64,4
job_0042,jrusso,ML Model Training,"ml,training,image,cloud,pipeline,gpu",completed,30,2024-03-17,seq_196,16,8,1
job_0999,christopher96,ETL Job,"etl,encryption,data pipeline,api,cloud",failed,240,2024-03-17,seq_079,8,32,0
job_0723,joshualuna,Log Analysis,"encryption,logs,deployment,monitoring",completed,30,2024-03-17,seq_052,8,64,4
job_0569,wongkenneth,Report Generation,"report,llm,visualization,cloud,pipeline",completed,60,2024-03-17,seq_110,16,8,0
job_0821,morganlinda,Log Analysis,"benchmarking,logs,indexing,monitoring",running,120,2024-03-17,seq_169,4,16,0
